,stationid,NAME_station,WHITE HISPANIC,BLACK,ASIAN / PACIFIC ISLANDER,BLACK HISPANIC,WHITE,AMERICAN INDIAN/ALASKAN NATIVE,UNKNOWN
52,53.0,St Lawrence Ave,0.15266760838856894,0.24991850483537978,0.08815965808250932,0.04205150494403999,0.04234126552935637,0.007497555145061393,0.4173639030750842
53,54.0,Woodside - 61st St,0.23793037733451913,0.011084995553296912,0.4349193241011307,0.008258162876381654,0.17367551772328801,0.0018739677296404523,0.1322576546817431
54,55.0,Far Rockaway - Mott Ave,0.2019271051529116,0.5665409858958246,0.07792207792207792,0.05948889819857562,0.005027230833682447,0.0,0.0890937019969278
55,56.0,72nd St,0.06254986436891655,0.016156055528961225,0.08038136269347375,0.00043880644646561353,0.8108744215733206,0.002632838678793681,0.026966650710068613
56,57.0,96th St,0.0909129260884239,0.15474181572730342,0.09994093823827202,0.0374198447519406,0.5155669929125886,0.0003374957813027337,0.10107998650016875
57,58.0,168th St,0.2062315766274553,0.10771646601834761,0.024270641064492136,0.052838921182401716,0.09923138378467726,0.010165569299429736,0.49954544202319623
58,59.0,Kingsbridge Rd,0.09741477657250033,0.1519036293675194,0.058665429162557764,0.029912794632325927,0.05278728464528105,0.005472088481543787,0.6038439971382717
59,60.0,42nd St - Bryant Pk,0.046109942925803546,0.08516070892159808,0.2401622108741364,0.016521477921297687,0.5603784920396515,0.0058576148993691795,0.045809552418143586
60,61.0,Prospect Park,0.03588116018689941,0.6383672749713479,0.0565987833906374,0.03447059860707044,0.15956977871815217,0.005377766023097946,0.06973463810279468
61,62.0,55th St,0.042573872472783825,0.0035640228097459825,0.08599015033696215,0.0006156039398652151,0.8334629341627786,0.002656817003628823,0.031136599274235354
62,63.0,Jamaica - Van Wyck,0.15469373590144023,0.07062293944126323,0.3321186881832379,0.01327433628318584,0.08511192087454451,0.005379142807565504,0.3387992365087628
63,64.0,Kew Gardens - Union Tpke,0.10147086203686465,0.03295475702848632,0.2277043381120834,0.0,0.5753118599888289,0.0,0.06255818283373674
64,65.0,Sutphin Blvd - Archer Av,0.11510058568882098,0.14947797300738477,0.21103896103896103,0.009485612426788897,0.04539088362617774,0.004838298955946015,0.46466768525592056
65,66.0,Court Sq - 23rd St,0.0925033467202142,0.011378848728246318,0.20803212851405622,0.009370816599732263,0.5668005354752342,0.0,0.11191432396251673
66,67.0,67th Ave,0.1025436326598029,0.0258767824698563,0.2200627649617354,0.001459010075428068,0.5497164565325111,0.0036612894345647747,0.09668006386610141
67,68.0,Grand Ave - Newtown,0.14365723886866424,0.008457014841781013,0.6589750770092411,0.002800336040324839,0.09890786894427331,0.006384766171940633,0.08081769812377486
68,69.0,Ditmas Ave,0.05676100124995994,0.03698599403865261,0.14945033813018813,0.0,0.6114547610653505,0.0020832665619691677,0.1432646389538797
69,70.0,Classon Ave,0.043801360437227224,0.4146188023434121,0.06350017693547753,0.024849604844100186,0.3567805606888688,0.0007863799001297527,0.09566311485078441
70,71.0,Broadway,0.14433022602477333,0.06110330736815221,0.11527901928233943,0.05931554079938705,0.4430787894266377,0.008651513216702848,0.1682416038820074
71,72.0,Lorimer St,0.11452468157218608,0.02410758213524299,0.07467337232821297,0.004865249002350626,0.6702563822227081,0.005903897665773793,0.1056688350735254
72,73.0,Sutter Ave,0.06997185704923088,0.6682215968233163,0.005281622267627896,0.046031072901808086,0.009599444851382088,0.0039708546975596596,0.19692355140907514
73,74.0,Wilson Ave,0.20339425587467364,0.2741514360313316,0.011662315056570931,0.11331592689295039,0.07362924281984334,0.007136640557006092,0.316710182767624
74,75.0,Halsey St,0.12537243947858473,0.5536312849162012,0.021880819366852888,0.06727188081936686,0.11438547486033519,0.004050279329608939,0.11340782122905028
75,76.0,Lorimer St,0.11616969696969696,0.07762424242424243,0.16237575757575756,0.057745454545454544,0.43713939393939394,0.012509090909090909,0.13643636363636363
76,77.0,8th Ave,0.06972840098327238,0.01043228011271659,0.7097547814617183,0.0,0.10522213561964147,0.007854187900953295,0.09700821392169795
77,78.0,36th Ave,0.1608910891089109,0.07794011108427916,0.21788215406906544,0.016662641873943493,0.34001448925380345,0.0037430572325525234,0.18286645737744506
78,79.0,Broadway,0.1612606557956917,0.016306462452690035,0.15931519932085883,0.012769268862084822,0.5145909235612465,0.0013795055003360333,0.13437798450709207
79,80.0,Times Sq - 42nd St,0.056098241696902036,0.12950041864359477,0.2897013675690762,0.030700530281886688,0.4180854032933296,0.010884733463578006,0.06502930505163271
80,81.0,Grand Central - 42nd St,0.042691029900332224,0.023920265780730896,0.18604651162790697,0.0024086378737541527,0.713953488372093,0.003239202657807309,0.027740863787375416
81,82.0,Park Pl,0.03625945851375585,0.4580326291387832,0.06661418011634519,0.022744171805974718,0.31636268206272145,0.005336132616017146,0.09465074574640249
82,83.0,111th St,0.09811492164433341,0.13331819214172155,0.35419032477856005,0.0035203270497388144,0.06616700734347793,0.0059050647285941405,0.33878416231357406
83,84.0,W 4th St - Washington Sq (Lower),0.032303512126396296,0.020302908322431316,0.10176612659756466,0.0011321324343363188,0.7972225017610949,0.004201469256314783,0.04307134950186173
84,85.0,51st St,0.059553864776067784,0.01787999308317482,0.16133494725920802,0.0021096316790593117,0.7358810306069514,0.001072107902472765,0.02216842469306588
85,86.0,86th St,0.08540794878222804,0.035154366816437514,0.06496712112154579,0.009564764641224906,0.7399193937173381,0.014135025165358582,0.05085137975586709
86,87.0,233rd St,0.05960293860416302,0.6314063319923037,0.02925485394437642,0.043335665558859544,0.03406506909218121,0.007302781178940004,0.19503235962917614
87,88.0,66th St - Lincoln Ctr,0.0557035782763515,0.016061156901317264,0.10241788889165566,0.0007719315720012949,0.7877188176996439,0.001593665180905899,0.03573296147812446
88,89.0,Hunts Point Ave,0.14999348421006906,0.2261413492029017,0.010251509491334,0.0645931975153121,0.012119369271534685,0.003952912558099127,0.5329481777507493
89,90.0,Canal St,0.05362872421695951,0.030863254392666156,0.08469569646040234,0.0,0.7711229946524064,0.0008148714031066972,0.05887445887445888
90,91.0,Middletown Rd,0.1285675269698211,0.05783148982657381,0.04588283490372798,0.002321452956438618,0.3677454595111293,0.005530520278574355,0.3921207155537348
91,92.0,23rd St,0.04446203575433736,0.037007718187215516,0.1525826241836533,0.004221914374299096,0.7175275413945511,0.00702552938848209,0.03717263671746157
92,93.0,Court Sq,0.0925033467202142,0.011378848728246318,0.20803212851405622,0.009370816599732263,0.5668005354752342,0.0,0.11191432396251673
93,94.0,59th St - Columbus Circle,0.054680010736608,0.02918056673952222,0.13186855324207217,0.0007669005713409257,0.7309329345450363,0.0009586257141761571,0.0516124084512443
94,95.0,Hunters Point Ave,0.07374365689965624,0.03306596824357505,0.1979047307251596,0.0057292519233917176,0.6069733180553282,0.0,0.08258307415288918
95,96.0,23rd St,0.07216222754965139,0.06945696879055138,0.11513845206413442,0.0038709393626146435,0.6714980095453845,0.0,0.06787340268766358
96,97.0,Houston St,0.04103568528161276,0.026990875650886162,0.08116371279797449,0.0003344002293030144,0.7991687765728753,0.001719772607844074,0.049586776859504134
97,98.0,104th St,0.11911235211992065,0.06370784039973547,0.376809464325079,0.007715482401352046,0.14835770446028362,0.0,0.2842971562936292
98,99.0,Broad Channel,,,,,,,
99,100.0,Ocean Pkwy,0.06287581080441267,0.009800672316651673,0.06685289522276408,0.0024620046399318214,0.8254817480232943,0.003598314473746508,0.0289285545191989
100,101.0,Vernon Blvd - Jackson Ave,0.07374365689965624,0.03306596824357505,0.1979047307251596,0.0057292519233917176,0.6069733180553282,0.0,0.08258307415288918
101,102.0,68th St - Hunter College,0.04335716974030862,0.007125831137874796,0.07733032241876804,0.0006774557771923222,0.8461422657132104,0.000301091456529921,0.02506586375611592
102,103.0,Queensboro Plz,0.1705019025185722,0.025004529806124297,0.2978800507338286,0.0041674216343540495,0.3361116144229027,0.0,0.16633448088421815
103,104.0,Rockaway Blvd,0.16451289313742845,0.036702661237977226,0.26464861037351745,0.0029503746975865935,0.21207293326252433,0.0007670974213725144,0.31834542986959347
104,105.0,Union Sq - 14th St,0.048129372988184496,0.03398161176538617,0.12812012104624043,0.003450203349973979,0.7457065206915826,0.0031032555270715675,0.03750891463156069
105,106.0,Bedford - Nostrand Aves,0.05313781141595711,0.46357615894039733,0.051718700725323245,0.036463260801009145,0.2895380006307159,0.005045726900031536,0.10052034058656575
106,107.0,15th St - Prospect Park,0.10282217276957313,0.018865061703418975,0.084058264212017,0.007788792231438398,0.7097410479465911,5.057657293141817e-05,0.07667408456402994
107,108.0,7th Ave,0.08953456598961654,0.03165133436560707,0.06731031970124783,0.0031879041807086257,0.7097640950906275,0.0,0.09855178067219236
108,109.0,Ft Hamilton Pkwy,0.061669568404655,0.08329515257032896,0.12471364427746724,0.0016494089617886923,0.6102813158618162,0.00284064876752497,0.11555026115641895
109,110.0,Church Ave,0.049612836273648916,0.058314041669992815,0.25636624890237086,0.001317154945318113,0.4858705196774966,0.0005188792208828929,0.14800031931028979
110,111.0,Beverly Rd,0.029775728794758916,0.5078858885923255,0.07175292037852266,0.02516551700232244,0.187181531422233,0.0030157024506915317,0.1752227113591459
111,112.0,Church Ave,0.05121186350589986,0.6009886254916551,0.027585840331667905,0.037206335707451896,0.10221111937918571,0.001116190071223557,0.17968002551291593
112,113.0,Newkirk Ave,0.03158898557634998,0.3048039098819883,0.19545436484284975,0.007946914610402511,0.33281678388365715,0.005920451384749871,0.12146858982000239
113,114.0,Parkside Ave,0.03680165041759558,0.6238645060393305,0.036735101320999566,0.03620270854823146,0.13645892257012612,0.0,0.12993711110371678
114,115.0,Grand Army Plaza,0.033476246156511194,0.1513576718201897,0.06911783811874757,0.027629812481053225,0.633840024251873,0.003291325624702265,0.08128708154692305
115,116.0,Atlantic Av - Barclay's Center,0.062309443036887534,0.2471335938506463,0.07987289045390132,0.029157899257096234,0.41546785760295446,0.002533602439129128,0.16352471335938507
116,117.0,Rockaway Ave,0.015244469232199293,0.7521224515089546,0.023424428332403793,0.049575509698209085,0.032967713949309044,0.0,0.12666542727892421
117,118.0,Fulton St,0.05492442951694162,0.2821791958905463,0.09251210115578386,0.025338338437222167,0.41059962461720834,0.0004939247258717772,0.13395238565642595
118,119.0,Clinton - Washington Aves,0.04246297005212168,0.36323213286610323,0.07061456462204423,0.0328926057893342,0.39709649871904357,0.0018257310285933036,0.0918754969227598
119,120.0,7th Ave,0.03992195707639202,0.125093801590875,0.06401020561308719,0.02840312171694432,0.6293336334984241,0.002138676271949572,0.11109860423232779
120,121.0,Atlantic Av - Barclay's Center,0.06357375312192538,0.23102247786271096,0.07912661772496783,0.02645122228108681,0.44085370468478013,0.0022326496632104746,0.1567395746613184
121,122.0,Atlantic Av - Barclay's Center,0.06674294431731502,0.1857996440376303,0.08854563946097127,0.01595474192728197,0.45372489193999493,0.003750317823544368,0.18548182049326215
122,123.0,Borough Hall,0.03678600993377484,0.059240480132450334,0.10570157284768211,0.007088162251655629,0.6864134933774835,0.0013451986754966887,0.10342508278145696
123,124.0,Aqueduct Racetrack,0.2628026412325752,0.10154071900220103,0.15979457079970652,0.004108584005869406,0.23668378576669113,0.0013206162876008803,0.23374908290535584
124,125.0,Morris Park,0.10089142857142858,0.1370057142857143,0.09188571428571428,0.018422857142857144,0.3086628571428571,0.0034285714285714284,0.33970285714285714
125,126.0,Pelham Pkwy,0.09138469327482913,0.14243523753269766,0.07653362585435829,0.012572778668466796,0.38123365116867775,0.0031220994008944393,0.2927179141000759
126,127.0,Nostrand Ave,0.015455746367239101,0.6414354909731396,0.04099515631880229,0.029458388375165127,0.2062087186261559,0.004315279612505504,0.062131219726992516
127,128.0,Nevins St,0.0501162313687953,0.19342267195405444,0.10980445781485026,0.005948311226582798,0.5112812799124846,0.0,0.1294270477232326
128,129.0,Eastern Pkwy - Bklyn Museum,0.03849597135183527,0.4611683079677708,0.0609892569382274,0.03860787824529991,0.3231871083258729,0.0017905102954341987,0.07576096687555954
129,130.0,Beverly Rd,0.014360078980434392,0.8393107162089392,0.013929276611021361,0.029581762699694848,0.028827858553222042,0.0015437084903966972,0.0724465984562915
130,131.0,Church Ave,0.019725615998907924,0.827247286874616,0.016620025936796123,0.03934884990785612,0.025424885673332877,0.0,0.07163333560849089
131,132.0,Newkirk Ave,0.013781697905181918,0.8623405260670972,0.02173570641045834,0.02142069617262561,0.026106473460387462,0.0025594581823909276,0.05205544180185856
132,133.0,Brooklyn College - Flatbush Ave,0.014473559738908334,0.7182385772396178,0.05746854602213603,0.02005486708920632,0.100841926024028,0.0019865670229874182,0.08693595686311607
133,134.0,Sterling St,0.03266159323251788,0.6483652872587125,0.02005421824476598,0.030930528791194435,0.20717248587386092,0.0,0.06081588659894829
134,135.0,Crown Hts - Utica Ave,0.008214114586898488,0.7371825586966938,0.009069751523033746,0.038640564035868304,0.09607091518926689,0.002635361763296598,0.10818673420494215
135,136.0,Kingston Ave,0.015075227171160435,0.49956800238343513,0.018888723372560704,0.027111574556830033,0.3331148517801281,0.0018173692834798152,0.10442425145240578
136,137.0,Nassau Ave,0.05161821521312306,0.030274241560580152,0.06042181265437963,0.005953511938691494,0.7974539236177085,0.003103426436126417,0.051174868579390714
137,138.0,Greenpoint Ave,0.05989150891176796,0.022639211779032435,0.06348942765415698,0.0004981733643307871,0.7354145909443153,0.007860068637219086,0.11020701870917746
138,139.0,Marcy Ave,0.15731462925851702,0.025082422910336803,0.026633912987264852,0.024242032452000777,0.6315211067295882,0.005527183399056177,0.12967871226323616
139,140.0,Hewes St,0.1359077532880908,0.02777610954297039,0.04110864212359618,0.027265629691910397,0.6353972734370308,0.0011410726082517566,0.13140351930814967
140,141.0,138th St - Grand Concourse,0.0987950431157558,0.44680486551310605,0.005996230940551653,0.07446747758551768,0.019930329507166923,0.012220889726457655,0.34178516361144423
141,142.0,5th Ave - 53rd St,0.04418290565309666,0.014856260852787961,0.11306193324329539,0.001543507621068879,0.7754196411344781,0.007331661200077175,0.04360409029519583
142,143.0,Lexington Ave - 53rd St,0.058210141471944046,0.015863932602130027,0.14700365601653156,0.001494198060721666,0.7507232554442855,0.0009855348911142904,0.02571928151327293
143,144.0,28th St,0.04198473282442748,0.0328764746703678,0.2113115891741846,0.0032095766828591256,0.6651197085357391,0.00034698126301179735,0.045150936849410135
144,145.0,Herald Sq - 34th St,0.047505560851604706,0.03193517635843661,0.25301874801398155,0.0034953924372418178,0.6178106132824913,0.0027804258023514457,0.0434540832538926
145,146.0,1st Ave,0.06605166890095658,0.04283020154052396,0.13744291199927292,0.0017495626093476631,0.7052100611210834,0.0005453182159005704,0.04617027561291495
146,147.0,Times Sq - 42nd St,0.054731289152654135,0.08638311902406857,0.3016815034619189,0.01813386086383119,0.4785690735245631,0.007583250906693043,0.05291790306627102
147,148.0,Metropolitan Ave,0.1885878686166387,0.02781107648046032,0.054711100455526254,0.03625029968832414,0.5099017022296811,0.005226564373052026,0.17751138815631742
148,149.0,Grand St,0.21764141898370087,0.058354397280571776,0.06236381068595834,0.0513379238211453,0.3940991894012028,0.006580667654493158,0.20962259217292775
149,150.0,Graham Ave,0.127517914574282,0.027365570163064942,0.08367657845737178,0.00214410652824014,0.6694690515149805,0.006093776448682503,0.0837330023133781
150,151.0,Bedford Ave,0.09484137931034482,0.025875862068965517,0.10620689655172413,0.01296551724137931,0.6763586206896551,0.0014344827586206896,0.08231724137931035
151,152.0,Montrose Ave,0.20698497985101966,0.12585989335287173,0.12630764847152684,0.07733952049497293,0.20686286481865918,0.015386494077420931,0.24125859893352872
152,153.0,Long Island City - Court Sq,0.062235649546827795,0.01933534743202417,0.2948640483383686,0.0,0.4561933534743202,0.0,0.1673716012084592
153,154.0,21st St,0.07374365689965624,0.03306596824357505,0.1979047307251596,0.0057292519233917176,0.6069733180553282,0.0,0.08258307415288918
154,155.0,39th Ave,0.16626196257677475,0.02128267390372804,0.3786601914012284,0.006427653192401086,0.26639051564062277,0.0029995714897871734,0.15797743179545778
155,156.0,145th St,0.13254952133056866,0.28545903736709755,0.03269069572506287,0.07731503948471347,0.15701239687651652,0.0036175938589138395,0.3113557153571271
156,157.0,157th St,0.1980858969927411,0.1935274801244383,0.02320255789837539,0.058632907016937436,0.09935620463187003,0.014193743518838576,0.41300120981679916
157,158.0,96th St,0.08771404821280133,0.08403990024937656,0.0801163757273483,0.021895261845386534,0.639833748960931,0.012302576891105569,0.0740980881130507
158,159.0,103rd St,0.09193203129439845,0.1165962605845915,0.08581333232302184,0.060713406202049666,0.5046884767659929,0.002557350963268863,0.13769914186667678
159,160.0,Central Park North (110th St),0.07844196669777494,0.48855543003094454,0.050272606709563336,0.05231101724053244,0.1371629254874994,0.001448990618399725,0.19180706321528562
160,161.0,103rd St,0.11820244455829612,0.1760594305789358,0.07388567664495352,0.08420551855375832,0.3327600087828442,0.003988875064041572,0.21089804581717045
161,162.0,72nd St,0.04801710730948678,0.01644634525660964,0.09129082426127527,0.0004860031104199067,0.8105171073094868,0.0012830482115085537,0.03195956454121306
162,163.0,81st St,0.047843212604476895,0.033720818522432514,0.07046786434816024,0.009799212220194062,0.7957536747045826,0.004275146507829763,0.03814007109232395
163,164.0,75th Ave,0.07241700724170072,0.01900050190005019,0.26865992686599266,0.0029397002939700293,0.5847135584713559,0.0,0.052269305226930525
164,165.0,86th St,0.10163465625845346,0.07299918846852417,0.08648606870966495,0.02461645476678131,0.6096147157707617,0.001352552459713259,0.10329636356610117
165,166.0,Cathedral Pkwy (110th St),0.0896635544997514,0.0691674493121927,0.10833655599138169,0.05226230594994752,0.5785039500580078,0.0023755593613612506,0.0996906248273576
166,167.0,116th St - Columbia University,0.07988866270616093,0.07614972373395372,0.17531469403016078,0.005649952224668689,0.6045033442731919,0.0036143076731336462,0.054879315358730425
167,168.0,125th St,0.04633407924180598,0.5768395419244439,0.040344872976174805,0.03708700802948532,0.15539028563906807,0.0041792812952481245,0.13982493089377385
168,169.0,135th St,0.04111829495796172,0.6320308706652015,0.029490685134548056,0.06133244742020393,0.098949681837929,0.0038843883366129154,0.13319363164754286
169,170.0,116th St,0.06321637836449798,0.5220020076102435,0.0481126129280762,0.044821065900973456,0.14412774003781778,0.0012139038681513645,0.17650629129023976
170,171.0,Tremont Ave,0.10834847675040085,0.24613575628006415,0.01851416354890433,0.04966328166755746,0.010946018172100482,0.004361304115446285,0.5620309994655265
171,172.0,137th St - City College,0.13431492842535786,0.2312474437627812,0.03296523517382413,0.0834628493524199,0.11830947511929107,0.0018813905930470348,0.3978186775732788
172,173.0,145th St,0.055804046858359956,0.6534915563669558,0.014909478168264111,0.053856686444545866,0.05148334094020995,0.004046858359957401,0.166408032861707
173,174.0,176th St,0.09751314193287505,0.2651637687019814,0.023473513950667206,0.04225636878285483,0.013890012131014961,0.004630004043671654,0.5530731904569349
174,175.0,Burnside Ave,0.09907648166412625,0.22263068232762487,0.02667443737111091,0.05072626199228907,0.011387070743297768,0.00672464807675065,0.5827804178248005
175,176.0,170th St,0.09758170958144113,0.2777119080110065,0.018702042459900228,0.03751593924073287,0.014720028634706159,0.009283908637390663,0.5444844634348225
176,177.0,168th St,0.22323143315483857,0.10246503536003977,0.02489889062111661,0.05232833999864434,0.10901737499717572,0.008698795725163244,0.47936013014302176
177,178.0,181st St,0.17597921866245606,0.04794648466018099,0.021019032581198322,0.04555255607056147,0.19830557394862391,0.008540043124671047,0.5026570909523081
178,179.0,191st St,0.1856710594418123,0.05078233865509416,0.025858979973722978,0.034020782736791814,0.21095274117131824,0.00676832424254489,0.4859457737787156
179,180.0,175th St,0.18023160651444473,0.053318602176937555,0.03750306899091579,0.05362550126851624,0.13573123823553482,0.011682625419428758,0.5279073573942221
